hosp_id,hospital_name,address,city,state,zip_code,county_name,Country,phone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,provider_id
442,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,78596,HIDALGO,USA,(956) 968-8567,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,450128
443,"CHRISTIANA CARE HEALTH SERVICES, INC.",4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,NEW CASTLE,USA,(302) 733-1000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,80001
444,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,USA,(618) 395-2131,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,140147
445,GENERATIONS BEHAVIORAL HEALTH - GENEVA,60 WEST STREET,GENEVA,OH,44041,ASHTABULA,USA,(440) 415-0794,Psychiatric,Proprietary,FALSE,FALSE,364054
446,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75708,SMITH,USA,(903) 877-7777,Acute Care Hospitals,Government - State,TRUE,TRUE,450690
447,BAYSIDE COMMUNITY HOSPITAL,200 HOSPITAL DRIVE,ANAHUAC,TX,77514,CHAMBERS,USA,(409) 267-3143,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,451320
448,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,WOODBURY,MN,55125,WASHINGTON,USA,(651) 232-0228,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,FALSE,240213
449,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,ALTOONA,WI,54720,EAU CLAIRE,USA,(715) 831-8130,Acute Care Hospitals,Physician,FALSE,TRUE,520196
450,PATIENTS CHOICE MEDICAL CENTER,347 MAGNOLIA DRIVE,RALEIGH,MS,39153,SMITH,USA,(601) 782-9997,Acute Care Hospitals,Proprietary,FALSE,FALSE,250163
451,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,USA,(443) 481-1307,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,210023
452,"PARKVIEW MEDICAL CENTER, INC",400 W 16TH ST,PUEBLO,CO,81003,PUEBLO,USA,(719) 584-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,60020
453,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,3551 N BROAD STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,USA,(215) 430-4000,Childrens,Voluntary non-profit - Other,FALSE,FALSE,393309
454,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,JEFFERSON,USA,(502) 897-8100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,180130
455,AUBURN  COMMUNITY  HOSPITAL,17 LANSING STREET,AUBURN,NY,13021,CAYUGA,USA,(315) 255-7011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330235
456,JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON ROAD,JENNINGS,LA,70546,JEFFRSON DAVIS,USA,(337) 616-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,190053
457,"PARKSIDE, INC",1619 EAST 13TH STREET,TULSA,OK,74120,TULSA,USA,(918) 582-2131,Psychiatric,Voluntary non-profit - Private,TRUE,FALSE,374021
458,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,EDINA,MN,55435,HENNEPIN,USA,(952) 924-5100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,240078
459,SALINA SURGICAL HOSPITAL,401 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,USA,(785) 827-0610,Acute Care Hospitals,Physician,FALSE,TRUE,170187
460,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,COOK,USA,(312) 770-2000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,140180
461,CROWNPOINT HEALTHCARE FACILITY,JUNCTION OF HWY 371,CROWNPOINT,NM,87313,MCKINLEY,USA,(505) 786-5291,Acute Care Hospitals,Government - Federal,TRUE,FALSE,320062
462,AURORA BAYCARE MEDICAL CTR,2845 GREENBRIER RD,GREEN BAY,WI,54311,BROWN,USA,(920) 288-8000,Acute Care Hospitals,Proprietary,TRUE,TRUE,520193
463,HAWKINS COUNTY MEMORIAL HOSPITAL,851 LOCUST STREET,ROGERSVILLE,TN,37857,HAWKINS,USA,(423) 921-7000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,440032
464,ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,ESTES PARK,CO,80517,LARIMER,USA,(970) 577-4470,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,61312
465,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,LEON,USA,(850) 431-5380,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,100135
466,SOUTHWEST HEALTHCARE SERVICES,802 2ND ST NW,BOWMAN,ND,58623,BOWMAN,USA,(701) 523-5265,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,351313
467,FREEMAN MEDICAL CENTER - CAH,510 E 8TH ST  POST OFFICE BOX 370,FREEMAN,SD,57029,HUTCHINSON,USA,(605) 925-4000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,FALSE,431313
468,GARFIELD COUNTY MEMORIAL HOSPITAL,66 NORTH SIXTH STREET,POMEROY,WA,99347,GARFIELD,USA,(509) 843-1591,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,501301
469,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,43537,LUCAS,USA,(419) 893-5900,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,360090
470,IOWA SPECIALTY HOSPITAL-CLARION,1316 SOUTH MAIN STREET,CLARION,IA,50525,WRIGHT,USA,(515) 532-2811,Critical Access Hospitals,Government - Local,TRUE,TRUE,161302
471,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,WARREN,USA,(601) 883-5000,Acute Care Hospitals,Proprietary,TRUE,TRUE,250031
472,CHI HEALTH SCHUYLER,104 WEST 17TH ST,SCHUYLER,NE,68661,COLFAX,USA,(402) 352-2441,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,281323
473,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,INDIAN RIVER,USA,(772) 589-3187,Acute Care Hospitals,Proprietary,TRUE,TRUE,100217
474,HUTCHINGS PSYCHIATRIC CTR,620 MADISON STREET,SYRACUSE,NY,13210,ONONDAGA,USA,(315) 473-4980,Psychiatric,Government - State,FALSE,FALSE,334001
475,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,402 W LAKE ST,FRIENDSHIP,WI,53934,ADAMS,USA,(608) 339-3331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,521309
476,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,RICHMOND,USA,(706) 722-9011,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,110028
477,BIG HORN HOSPITAL,17 N MILES,HARDIN,MT,59034,BIG HORN,USA,(406) 665-2310,Critical Access Hospitals,Government - Local,TRUE,TRUE,271338
478,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,USA,(619) 294-8111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,50077
479,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,GUADALUPE,USA,(830) 379-2411,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,450104
480,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,MONTGOMERY,USA,(937) 723-3200,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,360133
481,CYPRESS POINTE SURGICAL HOSPITAL,42570 SOUTH AIRPORT RD,HAMMOND,LA,70403,TANGIPAHOA,USA,(985) 510-6200,Acute Care Hospitals,Physician,FALSE,FALSE,190303
482,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,USA,(310) 423-5000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,50625
483,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,COOK,USA,(773) 292-8200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,140206
484,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,USA,(928) 674-7001,Acute Care Hospitals,Government - Federal,TRUE,TRUE,30084
485,REDINGTON FAIRVIEW GENERAL HOSPITAL,46 FAIRVIEW AVE   PO BOX 468,SKOWHEGAN,ME,4976,SOMERSET,USA,(207) 474-5121,Critical Access Hospitals,Proprietary,TRUE,FALSE,201314
486,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,SEATTLE,WA,98112,KING,USA,(206) 326-3000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,FALSE,500052
487,ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,VANDERBURGH,USA,(812) 485-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,150100
488,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,4300 E FLAMINGO AVE,NAMPA,ID,83687,CANYON,USA,(208) 205-0050,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,130013
489,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,BREVARD,USA,(321) 799-7111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,100177
490,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,USA,(717) 763-2100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390004
491,ALLIANCEHEALTH CLINTON,100 NORTH 30TH STREET,CLINTON,OK,73601,CUSTER,USA,(580) 323-2363,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,370029
492,MARSHFIELD MEDICAL CENTER - NEILLSVILLE,216 SUNSET PLACE,NEILLSVILLE,WI,54456,CLARK,USA,(715) 743-3101,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,521323
493,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,INGHAM,USA,(517) 364-1000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,230230
494,TEXAS STAR RECOVERY,1106  WEST DITTMAR RD,AUSTIN,TX,78745,TRAVIS,USA,(512) 444-4835,Psychiatric,Proprietary,FALSE,FALSE,454111
495,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,USA,(219) 886-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,150002
496,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,CA,92506,RIVERSIDE,USA,(951) 275-8400,Psychiatric,Proprietary,FALSE,FALSE,54130
497,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,USA,(607) 274-4401,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,330307
498,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,BAY SPRINGS,MS,39422,JASPER,USA,(601) 764-2101,Acute Care Hospitals,Government - Local,FALSE,FALSE,250018
499,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482,LANCASTER,USA,(804) 435-8000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,491308
500,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,THE DISTRICT,USA,(202) 537-4680,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,90005
501,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,USA,(919) 966-4141,Acute Care Hospitals,Government - State,TRUE,TRUE,340061
502,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,USA,(480) 358-6100,Acute Care Hospitals,Proprietary,TRUE,TRUE,30121
503,"COFFEE REGIONAL MEDICAL CENTER, INC",1101 OCILLA ROAD,DOUGLAS,GA,31533,COFFEE,USA,(912) 383-5620,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,110089
504,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,USA,(619) 502-5800,Acute Care Hospitals,Proprietary,TRUE,TRUE,50222
505,MID HUDSON FORENSIC PSYCHIATRIC CTR,BOX 158 ROUTE 17M,NEW HAMPTON,NY,10958,ORANGE,USA,(845) 374-3171,Psychiatric,Government - State,TRUE,FALSE,334061
506,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,USA,(808) 932-3000,Acute Care Hospitals,Government - State,TRUE,TRUE,120005
507,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,USA,(814) 664-4641,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,391308
508,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,SEDGWICK,USA,(316) 268-5000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,170122
509,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,USA,(575) 443-6100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,320004
510,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,USA,(407) 846-2266,Acute Care Hospitals,Proprietary,TRUE,TRUE,100110
511,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602,COCHISE,USA,(520) 586-2261,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,31301
512,LDS HOSPITAL,8TH AVENUE AND C STREET,SALT LAKE CITY,UT,84143,SALT LAKE,USA,(801) 408-1100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,460006
513,OSBORNE COUNTY MEMORIAL HOSPITAL,424 W NEW HAMPSHIRE STREET,OSBORNE,KS,67473,OSBORNE,USA,(785) 346-2121,Critical Access Hospitals,Government - Local,TRUE,TRUE,171364
514,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,CORVALLIS,OR,97330,BENTON,USA,(541) 768-5111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,380014
515,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,WORCESTER,USA,(508) 765-9771,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,220019
516,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,LAWRENCE,USA,(931) 762-6571,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,440175
517,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,USA,(845) 986-2276,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,330205
518,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011,LORAIN,USA,(216) 636-7727,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,360364
519,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,USA,(616) 842-3600,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,230174
520,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,HENDERSON,USA,(828) 696-1000,Acute Care Hospitals,Government - Local,TRUE,TRUE,340017
521,DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,54235,DOOR,USA,(920) 743-5566,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,FALSE,521358
522,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,WILLISTON,FL,32696,LEVY,USA,(352) 528-2801,Acute Care Hospitals,Proprietary,TRUE,FALSE,100322
523,88th Medical Group (Wright-Patterson AFB),88 MDG 4881 Sugar Maple Dr.,Wright-Patterson AFB,OH,45433,GREENE,USA,(937) 257-9926,Acute Care - Department of Defense,Department of Defense,TRUE,FALSE,36006F
524,ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,ST. LOUIS,USA,(314) 966-9100,Acute Care Hospitals,Proprietary,TRUE,TRUE,260176
525,INCLINE VILLAGE HEALTH CENTER,880 ALDER STREET,INCLINE VILLAGE,NV,89451,WASHOE,USA,(775) 833-4100,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,291301
526,LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,LODI,OH,44254,MEDINA,USA,(330) 948-1222,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,361303
527,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,PROVIDENCE,USA,(401) 444-4000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,410007
528,NEW ORLEANS EAST HOSPITAL,5620 READ BLVD,NEW ORLEANS,LA,70127,ORLEANS,USA,(504) 592-6600,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,FALSE,190313
529,SUMMIT MEDICAL CENTER,6350 E 2ND STREET,CASPER,WY,82609,NATRONA,USA,(307) 232-6600,Acute Care Hospitals,Physician,FALSE,FALSE,530034
530,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,TULSA,OK,74133,TULSA,USA,(918) 307-6000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,370218
531,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,OLMSTED,USA,(507) 287-2761,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,240006
532,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,ERIE,USA,(814) 864-4031,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,390198
533,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,USA,(606) 256-2195,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,FALSE,180115
534,SANFORD JACKSON MEDICAL CENTER,1430 NORTH HIGHWAY,JACKSON,MN,56143,JACKSON,USA,(507) 847-2420,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,241315
535,ST LUKE'S MCCALL,1000 STATE STREET,BURGDORF,ID,83638,VALLEY,USA,(208) 630-2395,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,131312
536,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,DOUGLAS,USA,(770) 949-1500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,110184
537,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,MO,64759,BARTON,USA,(417) 682-6081,Critical Access Hospitals,Government - Local,TRUE,TRUE,261325
538,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,USA,(610) 988-8000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,390044
539,PIPESTONE COUNTY  MEDICAL CENTER,916 4TH AVENUE SOUTHWEST,PIPESTONE,MN,56164,PIPESTONE,USA,(507) 825-5811,Critical Access Hospitals,Government - Local,TRUE,TRUE,241374
540,CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET,ST FRANCIS,KS,67756,CHEYENNE,USA,(785) 332-2104,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,171310
541,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,JAMESTOWN,ND,58401,STUTSMAN,USA,(701) 252-1050,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,351335
542,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,USA,(251) 471-7110,Acute Care Hospitals,Government - State,TRUE,TRUE,10087
543,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,6161 W CHARLESTON BLVD,LAS VEGAS,NV,89146,CLARK,USA,(702) 486-6000,Psychiatric,Government - State,TRUE,FALSE,294002
544,DALLAS MEDICAL CENTER,7 MEDICAL PARKWAY,DALLAS,TX,75234,DALLAS,USA,(972) 247-1000,Acute Care Hospitals,Proprietary,TRUE,TRUE,450379
545,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,2302,PLYMOUTH,USA,(508) 941-7000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,220052
546,WARNER HOSPITAL AND HEALTH SERVICES,422 W WHITE ST,CLINTON,IL,61727,DE WITT,USA,(217) 935-9571,Critical Access Hospitals,Government - Local,TRUE,TRUE,141303
547,NEURODIAGNOSTIC INSTITUTE,5435 E 16TH ST,INDIANAPOLIS,IN,46218,MARION,USA,(317) 941-4000,Psychiatric,Government - State,TRUE,FALSE,154008
548,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,HARTFORD,WI,53027,WASHINGTON,USA,(262) 673-2300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,520038
549,QUEENS HOSPITAL CENTER,82-68 164TH STREET,JAMAICA,NY,11432,QUEENS,USA,(718) 883-3000,Acute Care Hospitals,Government - Local,TRUE,TRUE,330231
550,LAUDERDALE COMMUNITY HOSPITAL,326 ASBURY AVENUE,RIPLEY,TN,38063,LAUDERDALE,USA,(731) 221-2200,Critical Access Hospitals,Proprietary,TRUE,FALSE,441314
551,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,PA,19129,PHILADELPHIA,USA,(215) 475-3400,Psychiatric,Proprietary,FALSE,FALSE,394053
552,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,NEW LONDON,USA,(860) 442-0711,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,70007
553,SHRINERS HOSPITAL FOR CHILDREN,2211 NORTH OAK PARK AVE,CHICAGO,IL,60707,COOK,USA,(773) 622-5400,Childrens,Voluntary non-profit - Private,FALSE,FALSE,143302
554,AVERA DE SMET MEMORIAL HOSPITAL - CAH,306 PRAIRIE AVENUE SW  POST OFFICE BOX 160,DE SMET,SD,57231,KINGSBURY,USA,(605) 854-3329,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,431332
555,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,MORGAN,USA,(970) 867-3391,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,60044
556,"CALDWELL MEMORIAL HOSPITAL, INC",411 MAIN STREET,COLUMBIA,LA,71418,CALDWELL,USA,(318) 649-6111,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,190190
557,ADVENTHEALTH NEW SMYRNA BEACH,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32170,VOLUSIA,USA,(386) 424-5100,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,100014
558,UNION HOSPITAL,659 BOULEVARD,DOVER,OH,44622,TUSCARAWAS,USA,(330) 343-3311,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,360010
559,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,USA,(818) 409-8202,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,50239
560,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,USA,(256) 543-5200,Acute Care Hospitals,Proprietary,TRUE,TRUE,10046
561,THEDACARE MEDICAL CENTER NEW LONDON,1405 MILL ST,NEW LONDON,WI,54961,WAUPACA,USA,(920) 531-2000,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,521326
562,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,QUANAH,TX,79252,HARDEMAN,USA,(940) 663-2795,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,FALSE,451352
563,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,SARASOTA,USA,(941) 475-6571,Acute Care Hospitals,Proprietary,TRUE,TRUE,100267
564,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,FL,34748,LAKE,USA,(352) 323-5762,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,100084
565,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,400 WEST INTERSTATE 635 SUITE 101,IRVING,TX,75063,DALLAS,USA,(972) 868-4000,Acute Care Hospitals,Proprietary,TRUE,TRUE,450874
566,UNIVERSITY BEHAVIORAL HEALTH CARE,671 HOES LANE WEST,PISCATAWAY,NJ,8854,MIDDLESEX,USA,(732) 235-5900,Psychiatric,Government - State,FALSE,FALSE,314011
567,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,9417 N COUNCIL ROAD,OKLAHOMA CITY,OK,73162,OKLAHOMA,USA,(405) 550-3280,Acute Care Hospitals,Proprietary,TRUE,FALSE,370240
568,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,WHITFIELD,USA,(706) 272-6105,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,110001
569,MERCY HOSPITAL BERRYVILLE,214 CARTER STREET,BERRYVILLE,AR,72616,CARROLL,USA,(870) 423-3355,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,41329
570,SKIFF MEDICAL CENTER,204 N 4TH AVE E,NEWTON,IA,50208,JASPER,USA,(641) 792-1273,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,160032
571,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,USA,(315) 376-5200,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,FALSE,331317
572,MINDEN MEDICAL CENTER,NO 1 MEDICAL PLAZA,MINDEN,LA,71055,WEBSTER,USA,(318) 377-2321,Acute Care Hospitals,Proprietary,TRUE,TRUE,190144
